Rep	Pop	Gen	Eco	Plot	Subplot	Treatment	Leaf_3	Stalk_3	Herb_1	Leaf_4	Stalk_4	Herb_2	Leaf_5	Stalk_5	Herb_3	Leaf_6	Stalk_6	Herb_4	Leaf_7	Stalk_7	Herb_5
78	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	MRR-13-2	G2	C	2	B	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	MRR-13-2	G2	C	3	B	Control	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1
108	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
111	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
113	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
120	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	MRR-13-2	G2	C	3	A	Exclosure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
